ID,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,SpriteURL
632,Durant,58,109,112,48,48,109,Bug,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
633,Deino,52,65,50,45,50,38,Dark,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
634,Zweilous,72,85,70,65,70,58,Dark,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
635,Hydreigon,92,105,90,125,90,98,Dark,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
636,Larvesta,55,85,55,50,55,60,Bug,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
637,Volcarona,85,60,65,135,105,100,Bug,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
638,Cobalion,91,90,129,90,72,108,Steel,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
639,Terrakion,91,129,90,72,90,108,Rock,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
640,Virizion,91,90,72,90,129,108,Grass,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
641,Tornadus-incarnate,79,115,70,125,80,111,Flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
642,Thundurus-incarnate,79,115,70,125,80,111,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
643,Reshiram,100,120,100,150,120,90,Dragon,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
644,Zekrom,100,150,120,120,100,90,Dragon,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
645,Landorus-incarnate,89,125,90,115,80,101,Ground,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
646,Kyurem,125,130,90,130,90,95,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
647,Keldeo-ordinary,91,72,90,129,90,108,Water,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
648,Meloetta-aria,100,77,77,128,128,90,Normal,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
649,Genesect,71,120,95,120,95,99,Bug,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
650,Chespin,56,61,65,48,45,38,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
651,Quilladin,61,78,95,56,58,57,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
652,Chesnaught,88,107,122,74,75,64,Grass,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
653,Fennekin,40,45,40,62,60,60,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
654,Braixen,59,59,58,90,70,73,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
655,Delphox,75,69,72,114,100,104,Fire,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
656,Froakie,41,56,40,62,44,71,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
657,Frogadier,54,63,52,83,56,97,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
658,Greninja,72,95,67,103,71,122,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
659,Bunnelby,38,36,38,32,36,57,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
660,Diggersby,85,56,77,50,77,78,Normal,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
661,Fletchling,45,50,43,40,38,62,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
662,Fletchinder,62,73,55,56,52,84,Fire,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
663,Talonflame,78,81,71,74,69,126,Fire,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
664,Scatterbug,38,35,40,27,25,35,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
665,Spewpa,45,22,60,27,30,29,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
666,Vivillon,80,52,50,90,50,89,Bug,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
667,Litleo,62,50,58,73,54,72,Fire,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
668,Pyroar,86,68,72,109,66,106,Fire,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
669,Flabebe,44,38,39,61,79,42,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
670,Floette,54,45,47,75,98,52,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
671,Florges,78,65,68,112,154,75,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
672,Skiddo,66,65,48,62,57,52,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
673,Gogoat,123,100,62,97,81,68,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
674,Pancham,67,82,62,46,48,43,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
675,Pangoro,95,124,78,69,71,58,Fighting,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
676,Furfrou,75,80,60,65,90,102,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
677,Espurr,62,48,54,63,60,68,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
678,Meowstic-male,74,48,76,83,81,104,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
679,Honedge,45,80,100,35,37,28,Steel,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
680,Doublade,59,110,150,45,49,35,Steel,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
681,Aegislash-shield,60,50,140,50,140,60,Steel,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
682,Spritzee,78,52,60,63,65,23,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
683,Aromatisse,101,72,72,99,89,29,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
684,Swirlix,62,48,66,59,57,49,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
685,Slurpuff,82,80,86,85,75,72,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
686,Inkay,53,54,53,37,46,45,Dark,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
687,Malamar,86,92,88,68,75,73,Dark,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
688,Binacle,42,52,67,39,56,50,Rock,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
689,Barbaracle,72,105,115,54,86,68,Rock,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
690,Skrelp,50,60,60,60,60,30,Poison,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
691,Dragalge,65,75,90,97,123,44,Poison,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
692,Clauncher,50,53,62,58,63,44,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
693,Clawitzer,71,73,88,120,89,59,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
694,Helioptile,44,38,33,61,43,70,Electric,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
695,Heliolisk,62,55,52,109,94,109,Electric,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
696,Tyrunt,58,89,77,45,45,48,Rock,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
697,Tyrantrum,82,121,119,69,59,71,Rock,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
698,Amaura,77,59,50,67,63,46,Rock,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
699,Aurorus,123,77,72,99,92,58,Rock,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
700,Sylveon,95,65,65,110,130,60,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
701,Hawlucha,78,92,75,74,63,118,Fighting,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
702,Dedenne,67,58,57,81,67,101,Electric,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
703,Carbink,50,50,150,50,150,50,Rock,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
704,Goomy,45,50,35,55,75,40,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
705,Sliggoo,68,75,53,83,113,60,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
706,Goodra,90,100,70,110,150,80,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
707,Klefki,57,80,91,80,87,75,Steel,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
708,Phantump,43,70,48,50,60,38,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
709,Trevenant,85,110,76,65,82,56,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
710,Pumpkaboo-average,49,66,70,44,55,51,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
711,Gourgeist-average,65,90,122,58,75,84,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
712,Bergmite,55,69,85,32,35,28,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
713,Avalugg,95,117,184,44,46,28,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
714,Noibat,40,30,35,45,40,55,Flying,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,Noivern,85,70,80,97,80,123,Flying,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,Xerneas,126,131,95,131,98,99,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,Yveltal,126,131,95,131,98,99,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,Zygarde-50,108,100,121,81,95,95,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
719,Diancie,50,100,150,100,150,50,Rock,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
720,Hoopa,80,110,60,150,130,70,Psychic,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
721,Volcanion,80,110,120,130,90,70,Fire,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,Rowlet,68,55,55,50,50,42,Grass,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,Dartrix,78,75,75,70,70,52,Grass,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,Decidueye,78,107,75,100,100,70,Grass,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
725,Litten,45,65,40,60,40,70,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,Torracat,65,85,50,80,50,90,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,Incineroar,95,115,90,80,90,60,Fire,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,Popplio,50,54,54,66,56,40,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,Brionne,60,69,69,91,81,50,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,Primarina,80,74,74,126,116,60,Water,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,Pikipek,35,75,30,30,30,65,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,Trumbeak,55,85,50,40,50,75,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,Toucannon,80,120,75,75,75,60,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,Yungoos,48,70,30,30,30,45,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,Gumshoos,88,110,60,55,60,45,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,Grubbin,47,62,45,55,45,46,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,Charjabug,57,82,95,55,75,36,Bug,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,Vikavolt,77,70,90,145,75,43,Bug,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,Crabrawler,47,82,57,42,47,63,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,Crabominable,97,132,77,62,67,43,Fighting,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
741,Oricorio-baile,75,70,70,98,70,93,Fire,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
742,Cutiefly,40,45,40,55,40,84,Bug,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,Ribombee,60,55,60,95,70,124,Bug,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,Rockruff,45,65,40,30,40,60,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
745,Lycanroc-midday,75,115,65,55,65,112,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
746,Wishiwashi-solo,45,20,20,25,25,40,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
747,Mareanie,50,53,62,43,52,45,Poison,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,Toxapex,50,63,152,53,142,35,Poison,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,Mudbray,70,100,70,45,55,45,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,Mudsdale,100,125,100,55,85,35,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,Dewpider,38,40,52,40,72,27,Water,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,Araquanid,68,70,92,50,132,42,Water,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,Fomantis,40,55,35,50,35,35,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,Lurantis,70,105,90,80,90,45,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,Morelull,40,35,55,65,75,15,Grass,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,Shiinotic,60,45,80,90,100,30,Grass,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,Salandit,48,44,40,71,40,77,Poison,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,Salazzle,68,64,60,111,60,117,Poison,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,Stufful,70,75,50,45,50,50,Normal,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,Bewear,120,125,80,55,60,60,Normal,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,Bounsweet,42,30,38,30,38,32,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,Steenee,52,40,48,40,48,62,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,Tsareena,72,120,98,50,98,72,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,Comfey,51,52,90,82,110,100,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,Oranguru,90,60,80,90,110,60,Normal,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,Passimian,100,120,90,40,60,80,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,Wimpod,25,35,40,20,30,80,Bug,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,Golisopod,75,125,140,60,90,40,Bug,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
769,Sandygast,55,55,80,70,45,15,Ghost,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,Palossand,85,75,110,100,75,35,Ghost,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,Pyukumuku,55,60,130,30,130,5,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,Type-null,95,95,95,95,95,59,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,Silvally,95,95,95,95,95,95,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,Minior-red-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
775,Komala,65,115,65,75,95,65,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
776,Turtonator,60,78,135,91,85,36,Fire,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
777,Togedemaru,65,98,63,40,73,96,Electric,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
778,Mimikyu-disguised,55,90,80,50,105,96,Ghost,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
779,Bruxish,68,105,70,70,70,92,Water,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,Drampa,78,60,85,135,91,36,Normal,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
781,Dhelmise,70,131,100,86,90,40,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,Jangmo-o,45,55,65,45,45,45,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,Hakamo-o,55,75,90,65,70,65,Dragon,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,Kommo-o,75,110,125,100,105,85,Dragon,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,Tapu-koko,70,115,85,95,75,130,Electric,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,Tapu-lele,70,85,75,130,115,95,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,Tapu-bulu,70,130,115,85,95,75,Grass,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
788,Tapu-fini,70,75,115,95,130,85,Water,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,Cosmog,43,29,31,29,31,37,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,Cosmoem,43,29,131,29,131,37,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,Solgaleo,137,137,107,113,89,97,Psychic,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,Lunala,137,113,89,137,107,97,Psychic,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,Nihilego,109,53,47,127,131,103,Rock,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,Buzzwole,107,139,139,53,53,79,Bug,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,Pheromosa,71,137,37,137,37,151,Bug,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,Xurkitree,83,89,71,173,71,83,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,Celesteela,97,101,103,107,101,61,Steel,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,Kartana,59,181,131,59,31,109,Grass,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,Guzzlord,223,101,53,97,53,43,Dark,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,Necrozma,97,107,101,127,89,79,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
801,Magearna,80,95,115,130,115,65,Steel,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
802,Marshadow,90,125,80,90,90,125,Fighting,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
803,Poipole,67,73,67,73,67,73,Poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
804,Naganadel,73,73,73,127,73,121,Poison,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
805,Stakataka,61,131,211,53,101,13,Rock,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
806,Blacephalon,53,127,53,151,79,107,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
807,Zeraora,88,112,75,102,80,143,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
808,Meltan,46,65,65,55,35,34,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
809,Melmetal,135,143,143,80,65,34,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
810,Grookey,50,65,50,40,40,65,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
811,Thwackey,70,85,70,55,60,80,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
812,Rillaboom,100,125,90,60,70,85,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
813,Scorbunny,50,71,40,40,40,69,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
814,Raboot,65,86,60,55,60,94,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
815,Cinderace,80,116,75,65,75,119,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
816,Sobble,50,40,40,70,40,70,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
817,Drizzile,65,60,55,95,55,90,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
818,Inteleon,70,85,65,125,65,120,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
819,Skwovet,70,55,55,35,35,25,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
820,Greedent,120,95,95,55,75,20,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
821,Rookidee,38,47,35,33,35,57,Flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
822,Corvisquire,68,67,55,43,55,77,Flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
823,Corviknight,98,87,105,53,85,67,Flying,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
824,Blipbug,25,20,20,25,45,45,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
825,Dottler,50,35,80,50,90,30,Bug,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
826,Orbeetle,60,45,110,80,120,90,Bug,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
827,Nickit,40,28,28,47,52,50,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
828,Thievul,70,58,58,87,92,90,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
829,Gossifleur,40,40,60,40,60,10,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
830,Eldegoss,60,50,90,80,120,60,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
831,Wooloo,42,40,55,40,45,48,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
832,Dubwool,72,80,100,60,90,88,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
833,Chewtle,50,64,50,38,38,44,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
834,Drednaw,90,115,90,48,68,74,Water,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
835,Yamper,59,45,50,40,50,26,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
836,Boltund,69,90,60,90,60,121,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
837,Rolycoly,30,40,50,40,50,30,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
838,Carkol,80,60,90,60,70,50,Rock,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
